file,model,peft_method,learning_rate,epochs,safe_count,unsafe_count,unknown_count,total_count,safe_ratio,unsafe_ratio
gemma_ia3_lr2e-5_e1_hex_moderated.csv,gemma,ia3,2e-5,1,302,28,0,330,0.9151515151515152,0.08484848484848485
gemma_ia3_lr2e-5_e5_hex_moderated.csv,gemma,ia3,2e-5,5,302,28,0,330,0.9151515151515152,0.08484848484848485
gemma_lora_lr2e-5_e1_hex_moderated.csv,gemma,lora,2e-5,1,299,31,0,330,0.906060606060606,0.09393939393939393
gemma_lora_lr2e-5_e5_hex_moderated.csv,gemma,lora,2e-5,5,299,31,0,330,0.906060606060606,0.09393939393939393
gemma_prompt_lr2e-5_e1_hex_moderated.csv,gemma,prompt,2e-5,1,302,28,0,330,0.9151515151515152,0.08484848484848485
gemma_prompt_lr2e-5_e5_hex_moderated.csv,gemma,prompt,2e-5,5,234,96,0,330,0.7090909090909091,0.2909090909090909
gemma_ptuning_lr2e-5_e1_hex_moderated.csv,gemma,ptuning,2e-5,1,273,57,0,330,0.8272727272727273,0.17272727272727273
gemma_ptuning_lr2e-5_e5_hex_moderated.csv,gemma,ptuning,2e-5,5,276,54,0,330,0.8363636363636363,0.16363636363636364
llama_ia3_lr2e-5_e1_hex_moderated.csv,llama,ia3,2e-5,1,312,18,0,330,0.9454545454545454,0.05454545454545454
llama_ia3_lr2e-5_e5_hex_moderated.csv,llama,ia3,2e-5,5,314,16,0,330,0.9515151515151515,0.048484848484848485
llama_lora_lr2e-5_e1_hex_moderated.csv,llama,lora,2e-5,1,314,16,0,330,0.9515151515151515,0.048484848484848485
llama_lora_lr2e-5_e5_hex_moderated.csv,llama,lora,2e-5,5,314,16,0,330,0.9515151515151515,0.048484848484848485
llama_prompt_lr2e-5_e1_hex_moderated.csv,llama,prompt,2e-5,1,198,132,0,330,0.6,0.4
llama_prompt_lr2e-5_e5_hex_moderated.csv,llama,prompt,2e-5,5,300,30,0,330,0.9090909090909091,0.09090909090909091
llama_ptuning_lr2e-5_e1_hex_moderated.csv,llama,ptuning,2e-5,1,303,27,0,330,0.9181818181818182,0.08181818181818182
llama_ptuning_lr2e-5_e5_hex_moderated.csv,llama,ptuning,2e-5,5,308,22,0,330,0.9333333333333333,0.06666666666666667
mistral_ia3_lr2e-5_e1_hex_moderated.csv,mistral,ia3,2e-5,1,185,145,0,330,0.5606060606060606,0.4393939393939394
mistral_ia3_lr2e-5_e5_hex_moderated.csv,mistral,ia3,2e-5,5,164,166,0,330,0.49696969696969695,0.503030303030303
mistral_lora_lr2e-5_e1_hex_moderated.csv,mistral,lora,2e-5,1,98,232,0,330,0.296969696969697,0.703030303030303
mistral_lora_lr2e-5_e5_hex_moderated.csv,mistral,lora,2e-5,5,34,296,0,330,0.10303030303030303,0.896969696969697
mistral_prompt_lr2e-5_e1_hex_moderated.csv,mistral,prompt,2e-5,1,142,188,0,330,0.4303030303030303,0.5696969696969697
mistral_prompt_lr2e-5_e5_hex_moderated.csv,mistral,prompt,2e-5,5,129,201,0,330,0.39090909090909093,0.6090909090909091
mistral_ptuning_lr2e-5_e1_hex_moderated.csv,mistral,ptuning,2e-5,1,141,189,0,330,0.42727272727272725,0.5727272727272728
mistral_ptuning_lr2e-5_e5_hex_moderated.csv,mistral,ptuning,2e-5,5,68,262,0,330,0.20606060606060606,0.793939393939394
qwen_ia3_lr2e-5_e1_hex_moderated.csv,qwen,ia3,2e-5,1,279,51,0,330,0.8454545454545455,0.15454545454545454
qwen_ia3_lr2e-5_e5_hex_moderated.csv,qwen,ia3,2e-5,5,273,57,0,330,0.8272727272727273,0.17272727272727273
qwen_lora_lr2e-5_e1_hex_moderated.csv,qwen,lora,2e-5,1,275,55,0,330,0.8333333333333334,0.16666666666666666
qwen_lora_lr2e-5_e5_hex_moderated.csv,qwen,lora,2e-5,5,273,57,0,330,0.8272727272727273,0.17272727272727273
qwen_prompt_lr2e-5_e1_hex_moderated.csv,qwen,prompt,2e-5,1,289,41,0,330,0.8757575757575757,0.12424242424242424
qwen_prompt_lr2e-5_e5_hex_moderated.csv,qwen,prompt,2e-5,5,280,50,0,330,0.8484848484848485,0.15151515151515152
qwen_ptuning_lr2e-5_e1_hex_moderated.csv,qwen,ptuning,2e-5,1,284,46,0,330,0.8606060606060606,0.1393939393939394
qwen_ptuning_lr2e-5_e5_hex_moderated.csv,qwen,ptuning,2e-5,5,280,50,0,330,0.8484848484848485,0.15151515151515152
